Data table for: E:\YR 4 LVAY DATA\GT3X+\Hip\1008_V1L3XP_41sec.agd
Date, Time, Axis1,Axis2,Axis3,Inclinometer,Vector Magnitude
2/28/2011,17:30:00,0,0,0,0,0
2/28/2011,17:30:01,0,0,0,0,0
2/28/2011,17:30:02,0,0,0,0,0
2/28/2011,17:30:03,0,0,0,0,0
2/28/2011,17:30:04,0,0,0,0,0
2/28/2011,17:30:05,0,0,0,0,0
2/28/2011,17:30:06,0,0,0,0,0
2/28/2011,17:30:07,0,0,0,0,0
2/28/2011,17:30:08,0,0,0,0,0
2/28/2011,17:30:09,0,0,0,0,0
2/28/2011,17:30:10,0,0,0,0,0
2/28/2011,17:30:11,0,0,0,0,0
2/28/2011,17:30:12,0,0,0,0,0
2/28/2011,17:30:13,0,0,0,0,0
2/28/2011,17:30:14,0,0,0,0,0
2/28/2011,17:30:15,0,0,0,0,0
2/28/2011,17:30:16,0,0,0,0,0
2/28/2011,17:30:17,0,0,0,0,0
2/28/2011,17:30:18,0,0,0,0,0
2/28/2011,17:30:19,0,0,0,0,0
2/28/2011,17:30:20,0,0,0,0,0
2/28/2011,17:30:21,0,0,0,0,0
2/28/2011,17:30:22,0,0,0,0,0
2/28/2011,17:30:23,0,0,0,0,0
2/28/2011,17:30:24,0,0,0,0,0
2/28/2011,17:30:25,0,0,0,0,0
2/28/2011,17:30:26,0,0,0,0,0
2/28/2011,17:30:27,0,0,0,0,0
2/28/2011,17:30:28,0,0,0,0,0
2/28/2011,17:30:29,0,0,0,0,0
2/28/2011,17:30:30,0,0,0,0,0
2/28/2011,17:30:31,0,0,0,0,0
2/28/2011,17:30:32,0,0,0,0,0
2/28/2011,17:30:33,0,0,0,0,0
2/28/2011,17:30:34,0,0,0,0,0
2/28/2011,17:30:35,0,0,0,0,0
2/28/2011,17:30:36,0,0,0,0,0
2/28/2011,17:30:37,0,0,0,0,0
2/28/2011,17:30:38,0,0,0,0,0
2/28/2011,17:30:39,0,0,0,0,0
2/28/2011,17:30:40,0,0,0,0,0
2/28/2011,17:30:41,0,0,0,0,0
2/28/2011,17:30:42,0,0,0,0,0
2/28/2011,17:30:43,0,0,0,0,0
2/28/2011,17:30:44,0,0,0,0,0
2/28/2011,17:30:45,0,0,0,0,0
2/28/2011,17:30:46,0,0,0,0,0
2/28/2011,17:30:47,0,0,0,0,0
2/28/2011,17:30:48,0,0,0,0,0
2/28/2011,17:30:49,0,0,0,0,0
2/28/2011,17:30:50,0,0,0,0,0
2/28/2011,17:30:51,0,0,0,0,0
2/28/2011,17:30:52,0,0,0,0,0
2/28/2011,17:30:53,0,0,0,0,0
2/28/2011,17:30:54,0,0,0,0,0
2/28/2011,17:30:55,0,0,0,0,0
2/28/2011,17:30:56,0,0,0,0,0
2/28/2011,17:30:57,0,0,0,0,0
2/28/2011,17:30:58,0,0,0,0,0
2/28/2011,17:30:59,0,0,0,0,0
2/28/2011,17:31:00,0,0,0,0,0
2/28/2011,17:31:01,0,0,0,0,0
2/28/2011,17:31:02,0,0,0,0,0
2/28/2011,17:31:03,0,0,0,0,0
2/28/2011,17:31:04,0,0,0,0,0
2/28/2011,17:31:05,0,0,0,0,0
2/28/2011,17:31:06,0,0,0,0,0
2/28/2011,17:31:07,0,0,0,0,0
2/28/2011,17:31:08,0,0,0,0,0
2/28/2011,17:31:09,0,0,0,0,0
2/28/2011,17:31:10,0,0,0,0,0
2/28/2011,17:31:11,0,0,0,0,0
2/28/2011,17:31:12,0,0,0,0,0
2/28/2011,17:31:13,0,0,0,0,0
2/28/2011,17:31:14,0,0,0,0,0
2/28/2011,17:31:15,0,0,0,0,0
2/28/2011,17:31:16,0,0,0,0,0
2/28/2011,17:31:17,0,0,0,0,0
2/28/2011,17:31:18,0,0,0,0,0
2/28/2011,17:31:19,0,0,0,0,0
2/28/2011,17:31:20,0,0,0,0,0
2/28/2011,17:31:21,0,0,0,0,0
2/28/2011,17:31:22,0,0,0,0,0
2/28/2011,17:31:23,0,0,0,0,0
2/28/2011,17:31:24,0,0,0,0,0
2/28/2011,17:31:25,0,0,0,0,0
2/28/2011,17:31:26,0,0,0,0,0
2/28/2011,17:31:27,0,0,0,0,0
2/28/2011,17:31:28,0,0,0,0,0
2/28/2011,17:31:29,0,0,0,0,0
2/28/2011,17:31:30,0,0,0,0,0
2/28/2011,17:31:31,0,0,0,0,0
2/28/2011,17:31:32,0,0,0,0,0
2/28/2011,17:31:33,0,0,0,0,0
2/28/2011,17:31:34,0,0,0,0,0
2/28/2011,17:31:35,0,0,0,0,0
2/28/2011,17:31:36,0,0,0,0,0
2/28/2011,17:31:37,0,0,0,0,0
2/28/2011,17:31:38,0,0,0,0,0
2/28/2011,17:31:39,0,0,0,0,0
2/28/2011,17:31:40,0,0,0,0,0
2/28/2011,17:31:41,0,0,0,0,0
2/28/2011,17:31:42,0,0,0,0,0
2/28/2011,17:31:43,0,0,0,0,0
2/28/2011,17:31:44,0,0,0,0,0
2/28/2011,17:31:45,0,0,0,0,0
2/28/2011,17:31:46,0,0,0,0,0
2/28/2011,17:31:47,0,0,0,0,0
2/28/2011,17:31:48,0,0,0,0,0
2/28/2011,17:31:49,0,0,0,0,0
2/28/2011,17:31:50,0,0,0,0,0
2/28/2011,17:31:51,0,0,0,0,0
2/28/2011,17:31:52,0,0,0,0,0
2/28/2011,17:31:53,0,0,0,0,0
