Data table for: E:\YR 4 LVAY DATA\GT3X+\Hip\1053_V2L3XP_41sec.agd
Date, Time, Axis1,Axis2,Axis3,Inclinometer,Vector Magnitude
4/5/2011,17:15:00,0,0,0,0,0
4/5/2011,17:15:01,0,0,0,0,0
4/5/2011,17:15:02,0,0,0,0,0
4/5/2011,17:15:03,0,0,0,0,0
4/5/2011,17:15:04,0,0,0,0,0
4/5/2011,17:15:05,0,0,0,0,0
4/5/2011,17:15:06,0,0,0,0,0
4/5/2011,17:15:07,0,0,0,0,0
4/5/2011,17:15:08,0,0,0,0,0
4/5/2011,17:15:09,0,0,0,0,0
4/5/2011,17:15:10,0,0,0,0,0
4/5/2011,17:15:11,0,0,0,0,0
4/5/2011,17:15:12,0,0,0,0,0
4/5/2011,17:15:13,0,0,0,0,0
4/5/2011,17:15:14,0,0,0,0,0
4/5/2011,17:15:15,0,0,0,0,0
4/5/2011,17:15:16,0,0,0,0,0
4/5/2011,17:15:17,0,0,0,0,0
4/5/2011,17:15:18,0,0,0,0,0
4/5/2011,17:15:19,0,0,0,0,0
4/5/2011,17:15:20,0,0,0,0,0
4/5/2011,17:15:21,0,0,0,0,0
4/5/2011,17:15:22,0,0,0,0,0
4/5/2011,17:15:23,0,0,0,0,0
4/5/2011,17:15:24,0,0,0,0,0
4/5/2011,17:15:25,0,0,0,0,0
4/5/2011,17:15:26,0,0,0,0,0
4/5/2011,17:15:27,0,0,0,0,0
4/5/2011,17:15:28,0,0,0,0,0
4/5/2011,17:15:29,0,0,0,0,0
4/5/2011,17:15:30,0,0,0,0,0
4/5/2011,17:15:31,0,0,0,0,0
4/5/2011,17:15:32,0,0,0,0,0
4/5/2011,17:15:33,0,0,0,0,0
4/5/2011,17:15:34,0,0,0,0,0
4/5/2011,17:15:35,0,0,0,0,0
4/5/2011,17:15:36,0,0,0,0,0
4/5/2011,17:15:37,0,0,0,0,0
4/5/2011,17:15:38,0,0,0,0,0
4/5/2011,17:15:39,0,0,0,0,0
4/5/2011,17:15:40,0,0,0,0,0
4/5/2011,17:15:41,0,0,0,0,0
4/5/2011,17:15:42,0,0,0,0,0
4/5/2011,17:15:43,0,0,0,0,0
4/5/2011,17:15:44,0,0,0,0,0
4/5/2011,17:15:45,0,0,0,0,0
4/5/2011,17:15:46,0,0,0,0,0
4/5/2011,17:15:47,0,0,0,0,0
4/5/2011,17:15:48,0,0,0,0,0
4/5/2011,17:15:49,0,0,0,0,0
4/5/2011,17:15:50,0,0,0,0,0
4/5/2011,17:15:51,0,0,0,0,0
4/5/2011,17:15:52,0,0,0,0,0
4/5/2011,17:15:53,0,0,0,0,0
4/5/2011,17:15:54,0,0,0,0,0
4/5/2011,17:15:55,0,0,0,0,0
4/5/2011,17:15:56,0,0,0,0,0
4/5/2011,17:15:57,0,0,0,0,0
4/5/2011,17:15:58,0,0,0,0,0
4/5/2011,17:15:59,0,0,0,0,0
4/5/2011,17:16:00,0,0,0,0,0
4/5/2011,17:16:01,0,0,0,0,0
4/5/2011,17:16:02,0,0,0,0,0
4/5/2011,17:16:03,0,0,0,0,0
4/5/2011,17:16:04,0,0,0,0,0
4/5/2011,17:16:05,0,0,0,0,0
4/5/2011,17:16:06,0,0,0,0,0
4/5/2011,17:16:07,0,0,0,0,0
4/5/2011,17:16:08,0,0,0,0,0
4/5/2011,17:16:09,0,0,0,0,0
4/5/2011,17:16:10,0,0,0,0,0
4/5/2011,17:16:11,0,0,0,0,0
4/5/2011,17:16:12,0,0,0,0,0
4/5/2011,17:16:13,0,0,0,0,0
4/5/2011,17:16:14,0,0,0,0,0
4/5/2011,17:16:15,0,0,0,0,0
4/5/2011,17:16:16,0,0,0,0,0
4/5/2011,17:16:17,0,0,0,0,0
4/5/2011,17:16:18,0,0,0,0,0
4/5/2011,17:16:19,0,0,0,0,0
4/5/2011,17:16:20,0,0,0,0,0
4/5/2011,17:16:21,0,0,0,0,0
4/5/2011,17:16:22,0,0,0,0,0
4/5/2011,17:16:23,0,0,0,0,0
4/5/2011,17:16:24,0,0,0,0,0
4/5/2011,17:16:25,0,0,0,0,0
4/5/2011,17:16:26,0,0,0,0,0
4/5/2011,17:16:27,0,0,0,0,0
4/5/2011,17:16:28,0,0,0,0,0
4/5/2011,17:16:29,0,0,0,0,0
4/5/2011,17:16:30,0,0,0,0,0
4/5/2011,17:16:31,0,0,0,0,0
4/5/2011,17:16:32,0,0,0,0,0
4/5/2011,17:16:33,0,0,0,0,0
4/5/2011,17:16:34,0,0,0,0,0
4/5/2011,17:16:35,0,0,0,0,0
4/5/2011,17:16:36,0,0,0,0,0
4/5/2011,17:16:37,0,0,0,0,0
4/5/2011,17:16:38,0,0,0,0,0
4/5/2011,17:16:39,0,0,0,0,0
4/5/2011,17:16:40,0,0,0,0,0
4/5/2011,17:16:41,0,0,0,0,0
4/5/2011,17:16:42,0,0,0,0,0
4/5/2011,17:16:43,0,0,0,0,0
4/5/2011,17:16:44,0,0,0,0,0
4/5/2011,17:16:45,0,0,0,0,0
4/5/2011,17:16:46,0,0,0,0,0
4/5/2011,17:16:47,0,0,0,0,0
4/5/2011,17:16:48,0,0,0,0,0
4/5/2011,17:16:49,0,0,0,0,0
4/5/2011,17:16:50,0,0,0,0,0
4/5/2011,17:16:51,0,0,0,0,0
4/5/2011,17:16:52,0,0,0,0,0
4/5/2011,17:16:53,0,0,0,0,0
4/5/2011,17:16:54,0,0,0,0,0
4/5/2011,17:16:55,0,0,0,0,0
4/5/2011,17:16:56,0,0,0,0,0
4/5/2011,17:16:57,0,0,0,0,0
4/5/2011,17:16:58,0,0,0,0,0
4/5/2011,17:16:59,0,0,0,0,0
4/5/2011,17:17:00,0,0,0,0,0
4/5/2011,17:17:01,0,0,0,0,0
4/5/2011,17:17:02,0,0,0,0,0
4/5/2011,17:17:03,0,0,0,0,0
4/5/2011,17:17:04,0,0,0,0,0
4/5/2011,17:17:05,0,0,0,0,0
4/5/2011,17:17:06,0,0,0,0,0
4/5/2011,17:17:07,0,0,0,0,0
4/5/2011,17:17:08,0,0,0,0,0
4/5/2011,17:17:09,0,0,0,0,0
4/5/2011,17:17:10,0,0,0,0,0
4/5/2011,17:17:11,0,0,0,0,0
4/5/2011,17:17:12,0,0,0,0,0
4/5/2011,17:17:13,0,0,0,0,0
4/5/2011,17:17:14,0,0,0,0,0
4/5/2011,17:17:15,0,0,0,0,0
4/5/2011,17:17:16,0,0,0,0,0
4/5/2011,17:17:17,0,0,0,0,0
4/5/2011,17:17:18,0,0,0,0,0
4/5/2011,17:17:19,0,0,0,0,0
4/5/2011,17:17:20,0,0,0,0,0
4/5/2011,17:17:21,0,0,0,0,0
4/5/2011,17:17:22,0,0,0,0,0
4/5/2011,17:17:23,0,0,0,0,0
4/5/2011,17:17:24,0,0,0,0,0
4/5/2011,17:17:25,0,0,0,0,0
4/5/2011,17:17:26,0,0,0,0,0
4/5/2011,17:17:27,0,0,0,0,0
4/5/2011,17:17:28,0,0,0,0,0
4/5/2011,17:17:29,0,0,0,0,0
4/5/2011,17:17:30,0,0,0,0,0
4/5/2011,17:17:31,0,0,0,0,0
4/5/2011,17:17:32,0,0,0,0,0
4/5/2011,17:17:33,0,0,0,0,0
4/5/2011,17:17:34,0,0,0,0,0
4/5/2011,17:17:35,0,0,0,0,0
4/5/2011,17:17:36,0,0,0,0,0
4/5/2011,17:17:37,0,0,0,0,0
4/5/2011,17:17:38,0,0,0,0,0
4/5/2011,17:17:39,0,0,0,0,0
4/5/2011,17:17:40,0,0,0,0,0
4/5/2011,17:17:41,0,0,0,0,0
4/5/2011,17:17:42,0,0,0,0,0
4/5/2011,17:17:43,0,0,0,0,0
4/5/2011,17:17:44,0,0,0,0,0
4/5/2011,17:17:45,0,0,0,0,0
4/5/2011,17:17:46,0,0,0,0,0
4/5/2011,17:17:47,0,0,0,0,0
4/5/2011,17:17:48,0,0,0,0,0
4/5/2011,17:17:49,0,0,0,0,0
4/5/2011,17:17:50,0,0,0,0,0
4/5/2011,17:17:51,0,0,0,0,0
4/5/2011,17:17:52,0,0,0,0,0
4/5/2011,17:17:53,0,0,0,0,0
4/5/2011,17:17:54,0,0,0,0,0
4/5/2011,17:17:55,0,0,0,0,0
4/5/2011,17:17:56,0,0,0,0,0
4/5/2011,17:17:57,0,0,0,0,0
4/5/2011,17:17:58,0,0,0,0,0
4/5/2011,17:17:59,0,0,0,0,0
4/5/2011,17:18:00,0,0,0,0,0
4/5/2011,17:18:01,0,0,0,0,0
4/5/2011,17:18:02,0,0,0,0,0
4/5/2011,17:18:03,0,0,0,0,0
4/5/2011,17:18:04,0,0,0,0,0
4/5/2011,17:18:05,0,0,0,0,0
4/5/2011,17:18:06,0,0,0,0,0
4/5/2011,17:18:07,0,0,0,0,0
4/5/2011,17:18:08,0,0,0,0,0
4/5/2011,17:18:09,0,0,0,0,0
4/5/2011,17:18:10,0,0,0,0,0
4/5/2011,17:18:11,0,0,0,0,0
4/5/2011,17:18:12,0,0,0,0,0
4/5/2011,17:18:13,0,0,0,0,0
4/5/2011,17:18:14,0,0,0,0,0
4/5/2011,17:18:15,0,0,0,0,0
4/5/2011,17:18:16,0,0,0,0,0
4/5/2011,17:18:17,0,0,0,0,0
4/5/2011,17:18:18,0,0,0,0,0
4/5/2011,17:18:19,0,0,0,0,0
4/5/2011,17:18:20,0,0,0,0,0
4/5/2011,17:18:21,0,0,0,0,0
4/5/2011,17:18:22,0,0,0,0,0
4/5/2011,17:18:23,0,0,0,0,0
4/5/2011,17:18:24,0,0,0,0,0
4/5/2011,17:18:25,0,0,0,0,0
4/5/2011,17:18:26,0,0,0,0,0
4/5/2011,17:18:27,0,0,0,0,0
4/5/2011,17:18:28,0,0,0,0,0
4/5/2011,17:18:29,0,0,0,0,0
4/5/2011,17:18:30,0,0,0,0,0
4/5/2011,17:18:31,0,0,0,0,0
4/5/2011,17:18:32,0,0,0,0,0
4/5/2011,17:18:33,0,0,0,0,0
4/5/2011,17:18:34,0,0,0,0,0
4/5/2011,17:18:35,0,0,0,0,0
4/5/2011,17:18:36,0,0,0,0,0
4/5/2011,17:18:37,0,0,0,0,0
4/5/2011,17:18:38,0,0,0,0,0
4/5/2011,17:18:39,0,0,0,0,0
4/5/2011,17:18:40,0,0,0,0,0
4/5/2011,17:18:41,0,0,0,0,0
4/5/2011,17:18:42,0,0,0,0,0
4/5/2011,17:18:43,0,0,0,0,0
4/5/2011,17:18:44,0,0,0,0,0
4/5/2011,17:18:45,0,0,0,0,0
4/5/2011,17:18:46,0,0,0,0,0
4/5/2011,17:18:47,0,0,0,0,0
4/5/2011,17:18:48,0,0,0,0,0
4/5/2011,17:18:49,0,0,0,0,0
4/5/2011,17:18:50,0,0,0,0,0
4/5/2011,17:18:51,0,0,0,0,0
4/5/2011,17:18:52,0,0,0,0,0
4/5/2011,17:18:53,0,0,0,0,0
4/5/2011,17:18:54,0,0,0,0,0
4/5/2011,17:18:55,0,0,0,0,0
4/5/2011,17:18:56,0,0,0,0,0
4/5/2011,17:18:57,0,0,0,0,0
4/5/2011,17:18:58,0,0,0,0,0
4/5/2011,17:18:59,0,0,0,0,0
4/5/2011,17:19:00,0,0,0,0,0
4/5/2011,17:19:01,0,0,0,0,0
4/5/2011,17:19:02,0,0,0,0,0
4/5/2011,17:19:03,0,0,0,0,0
4/5/2011,17:19:04,0,0,0,0,0
4/5/2011,17:19:05,0,0,0,0,0
4/5/2011,17:19:06,0,0,0,0,0
4/5/2011,17:19:07,0,0,0,0,0
4/5/2011,17:19:08,0,0,0,0,0
4/5/2011,17:19:09,0,0,0,0,0
4/5/2011,17:19:10,0,0,0,0,0
4/5/2011,17:19:11,0,0,0,0,0
4/5/2011,17:19:12,0,0,0,0,0
4/5/2011,17:19:13,0,0,0,0,0
4/5/2011,17:19:14,0,0,0,0,0
4/5/2011,17:19:15,0,0,0,0,0
4/5/2011,17:19:16,0,0,0,0,0
4/5/2011,17:19:17,0,0,0,0,0
4/5/2011,17:19:18,0,0,0,0,0
4/5/2011,17:19:19,0,0,0,0,0
4/5/2011,17:19:20,0,0,0,0,0
4/5/2011,17:19:21,0,0,0,0,0
4/5/2011,17:19:22,0,0,0,0,0
4/5/2011,17:19:23,0,0,0,0,0
4/5/2011,17:19:24,0,0,0,0,0
4/5/2011,17:19:25,0,0,0,0,0
4/5/2011,17:19:26,0,0,0,0,0
4/5/2011,17:19:27,0,0,0,0,0
4/5/2011,17:19:28,0,0,0,0,0
4/5/2011,17:19:29,0,0,0,0,0
4/5/2011,17:19:30,0,0,0,0,0
4/5/2011,17:19:31,0,0,0,0,0
4/5/2011,17:19:32,0,0,0,0,0
4/5/2011,17:19:33,0,0,0,0,0
4/5/2011,17:19:34,0,0,0,0,0
4/5/2011,17:19:35,0,0,0,0,0
4/5/2011,17:19:36,0,0,0,0,0
4/5/2011,17:19:37,0,0,0,0,0
4/5/2011,17:19:38,0,0,0,0,0
4/5/2011,17:19:39,0,0,0,0,0
4/5/2011,17:19:40,0,0,0,0,0
4/5/2011,17:19:41,0,0,0,0,0
4/5/2011,17:19:42,0,0,0,0,0
4/5/2011,17:19:43,0,0,0,0,0
4/5/2011,17:19:44,0,0,0,0,0
4/5/2011,17:19:45,0,0,0,0,0
4/5/2011,17:19:46,0,0,0,0,0
4/5/2011,17:19:47,0,0,0,0,0
4/5/2011,17:19:48,0,0,0,0,0
4/5/2011,17:19:49,0,0,0,0,0
4/5/2011,17:19:50,0,0,0,0,0
4/5/2011,17:19:51,0,0,0,0,0
4/5/2011,17:19:52,0,0,0,0,0
4/5/2011,17:19:53,0,0,0,0,0
4/5/2011,17:19:54,0,0,0,0,0
4/5/2011,17:19:55,0,0,0,0,0
4/5/2011,17:19:56,0,0,0,0,0
4/5/2011,17:19:57,0,0,0,0,0
4/5/2011,17:19:58,0,0,0,0,0
4/5/2011,17:19:59,0,0,0,0,0
4/5/2011,17:20:00,0,0,0,0,0
4/5/2011,17:20:01,0,0,0,0,0
4/5/2011,17:20:02,0,0,0,0,0
4/5/2011,17:20:03,0,0,0,0,0
4/5/2011,17:20:04,0,0,0,0,0
4/5/2011,17:20:05,0,0,0,0,0
4/5/2011,17:20:06,0,0,0,0,0
4/5/2011,17:20:07,0,0,0,0,0
4/5/2011,17:20:08,0,0,0,0,0
4/5/2011,17:20:09,0,0,0,0,0
4/5/2011,17:20:10,0,0,0,0,0
4/5/2011,17:20:11,0,0,0,0,0
4/5/2011,17:20:12,0,0,0,0,0
4/5/2011,17:20:13,0,0,0,0,0
